5.003787999157793820e-03,5.732638888888888395e+00,5.770170034842140083e+00,0.000000000000000000e+00,9.006480134644180291e-01,3.977644414054380684e-02,-7.781195068359374467e+00,5.147807655391164694e+00,6.886536776706225282e+01,2.792526803190927276e-01,3.629966342342248709e+01,8.957942584157290611e+00,6.500508002328062584e-01,7.297000000000000000e+03,0.000000000000000000e+00
1.000461399962659925e-02,5.732638888888888395e+00,5.776924297555666499e+00,0.000000000000000000e+00,1.800560158204145500e+00,4.525706206899449691e-01,1.735805053710937429e+01,4.581884387071931286e+01,6.887188758334876582e+01,3.176499238629679756e+00,3.228640072039511892e+02,1.574605888005443255e+01,6.501015096125836168e-01,7.473000000000000000e+03,0.000000000000000000e+00
1.500529099575942382e-02,5.732638888888888395e+00,5.788177533094403415e+00,0.000000000000000000e+00,2.700040257034985292e+00,1.547645084613716415e+00,1.616094360351562287e+01,1.398029287432537728e+02,6.890333610896610139e+01,1.085594794740472935e+01,9.831737669395881767e+02,2.283517270417006628e+01,6.501519294362593238e-01,7.489000000000000000e+03,0.000000000000000000e+00
2.000567299546673894e-02,5.732638888888888395e+00,5.803926281386045716e+00,0.000000000000000000e+00,3.598859689930407502e+00,3.440427017584509528e+00,1.274918884277343665e+02,2.250850185670352346e+02,6.902797965562015747e+01,2.408554367752174841e+01,1.573753283728548013e+03,3.018533681335661001e+01,6.502013155811442457e-01,7.921000000000000000e+03,0.000000000000000000e+00
2.500646100088488311e-02,5.750277777777777821e+00,5.824169355423261862e+00,5.290019880330211421e+00,4.496942146330452417e+00,3.145377206380998825e+00,4.626818298339842954e+02,1.206273482084104671e+02,6.910199874640241546e+01,2.199114857512855181e+01,8.397057928114767265e+02,3.660690656263633258e+01,6.502511487497812936e-01,7.921000000000000000e+03,0.000000000000000000e+00
3.000704599980963394e-02,5.803194444444444322e+00,5.848900007931277401e+00,1.058092193425702021e+01,5.393976097573894180e+00,6.258835061222337792e+00,5.626402587890623863e+02,3.074581322366241807e+02,6.932827472340514419e+01,4.359832471481835370e+01,2.122492780865057739e+03,4.075761366012140030e+01,6.503023558973640705e-01,7.857000000000000000e+03,0.000000000000000000e+00
3.500796399748651311e-02,5.820833333333332860e+00,5.878115498415295903e+00,5.291370351982524589e+00,6.289855752466625205e+00,5.665352028266783080e+00,4.890181823730468409e+02,1.455215949096808004e+02,6.946902605147295162e+01,3.937462792499207609e+01,9.924642690932696496e+02,4.769613043910262462e+01,6.503533451873915183e-01,7.617000000000000000e+03,0.000000000000000000e+00
4.000860499945702031e-02,5.891388888888888786e+00,5.911805763614275122e+00,1.058186141415206016e+01,7.184270196140693621e+00,6.306840694348288423e+00,3.058608215332030795e+02,1.291074914088538321e+02,6.975206278202892918e+01,4.363323129985823812e+01,8.686702553017639730e+02,5.111615799189421239e+01,6.504062906608555350e-01,7.393000000000000000e+03,0.000000000000000000e+00
4.500891199859324843e-02,5.926666666666666750e+00,5.949962017778537060e+00,1.058062363469551492e+01,8.077008221583053427e+00,7.342557622137269036e+00,9.397289428710936932e+01,1.905499704538251819e+02,6.991007244732575998e+01,5.066690818539538554e+01,1.282440915229519533e+03,5.734242614120513082e+01,6.504598999040897001e-01,7.361000000000000000e+03,0.000000000000000000e+00
5.000944100174820051e-02,5.979583333333333250e+00,5.992579766617854631e+00,1.058209629287220110e+01,8.967968242924948541e+00,9.690060170666377815e+00,-2.633635253906249432e+02,2.808148818548192480e+02,7.028630419891845804e+01,6.647959120846401504e+01,1.869450640436404910e+03,6.241724280622036503e+01,6.505134887890371420e-01,7.905000000000000000e+03,0.000000000000000000e+00
